Address,Company DUNS#,Corporate Name,Employees On Site,Latitude,Longitude,NAICS1,NAICS1Name,NAICS2,NAICS2Name,Point of Contact,Public/Private,SIC1,SIC1Name,SIC2,SIC2Name,Sales Volume,Telephone,Title,Total Employees,Tradestyle Name,Year Started
"13467 Quincy St, Holland MI 49424",04-368-3515,Trendway Corporation,325,42.8429931,-86.1157871,337214,Office Furniture (except Wood) Manufacturing ,337211,Wood Office Furniture Manufacturing ,Restricted,Private,25220202,"Panel systems and partitions, office: except wood",25219901,"Panel systems and partitions (free-standing), office: wood","$76,406,485",Restricted,Restricted,325,Trendway,1968
"4700 Proviso Dr, Melrose Park IL 60163",06-998-1009,Nandorf  Inc,15,41.8931687,-87.89846,453310,Used Merchandise Stores ,,,Restricted,Private,59320100,"Home furnishings and appliances, secondhand",,,"$61,150,525",Restricted,Restricted,550,Unique Thrift Stores,1969
"33 Clarence D Lane Rd, Windham NY 12496",16-100-2456,Ski Windham Operating Corp,2,42.2987419,-74.2574437,713920,Skiing Facilities,,,Restricted,Private,70110201,Ski lodge,,,"$19,555,123",Restricted,Restricted,82,,1981
"13650 Dulles Technology D, Herndon VA 20171",78-489-6508,Learning Tree Intl USA Inc,120,38.9557353,-77.4134471,611420,Computer Training ,,,Restricted,Public,82439903,"Software training, computer",,,"$18,022,456",Restricted,Restricted,375,,1974
"6200 Elmridge Dr, Sterling Heights MI 48313",62-169-1195,Gfl Environmental USA Inc,51,42.591544,-83.047297,488490,Other Support Activities for Road Transportation ,,,Restricted,Private,49590101,Snowplowing,,,"$116,133,818",Restricted,Restricted,200,,2012
"901 Packers St, Atwater CA 95301",00-917-4830,Teasdale Foods  Inc,277,37.3434169,-120.6071572,311422,Specialty Canning ,311423,Dried and Dehydrated Food Manufacturing ,Restricted,Private,20320103,"Beans, baked without meat: packaged in cans, jars, etc.",20340000,"Dried and dehydrated fruits, vegetables and soup mixes","$285,974,605",Restricted,Restricted,"1,168",Teasdale Latin Foods,1998
"501 Corporate Centre Dr # 280, Franklin TN 37067",80-137-2686,Noranda Aluminum Holding Corp,"1,600",,,331313,Alumina Refining and Primary Aluminum Production ,331313,Alumina Refining and Primary Aluminum Production ,Restricted,Public,33340000,Primary aluminum,28190304,"Bauxite, refined","$1,228,100,000",Restricted,Restricted,"5,051",,2007
"5915 Midlothian Tpke, Richmond VA 23225",83-936-9857,Evergreen Enterprises  Inc,200,37.5048329,-77.5051888,314999,All Other Miscellaneous Textile Product Mills ,327120,Clay Building Material and Refractories Manufacturing ,Restricted,Private,23990302,"Flags, fabric",32530000,Ceramic wall and floor tile,"$162,012,407",Restricted,Restricted,400,Ashford Court Richmond Ci,1993
"1105 N Market St Ste 1300, Wilmington DE 19801",10-647-5486,Wayne Industries  Inc,182,39.747426,-75.5472758,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers ",Restricted,Private,22410403,"Bindings, textile",51310100,Piece goods and other fabrics,"$16,954,397",Restricted,Restricted,182,,1984
"10635 Santa Monica Blvd, Los Angeles CA 90025",78-940-4675,Pabst Brewing Company LLC,280,34.0536694,-118.4304365,312120,Breweries,,,Restricted,Private,20829902,Beer (alcoholic beverage),,,"$205,982,766",Restricted,Restricted,280,,1844
"1412 150th St, Hammond IN 46327",07-846-0646,Specialty Steel Works Inc,5,41.6222738,-87.4935118,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,,,Restricted,Private,33170102,"Tubes, seamless steel",,,"$491,174,840",Restricted,Restricted,932,,2008
"11103 West Ave, San Antonio TX 78213",86-690-1721,Visionware  Inc,1,29.5412855,-98.5157219,446130,Optical Goods Stores ,,,Restricted,Private,59950000,Optical goods stores,,,"$122,483,524",Restricted,Restricted,800,,1994
"1675 Reigle Dr, Kewaskum WI 53040",00-611-5778,Regal Ware  Inc,113,43.525199,-88.2294129,335210,Small Electrical Appliance Manufacturing,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",Restricted,Private,36340100,Electric household cooking appliances,34690201,"Cooking ware, porcelain enameled","$107,283,126",Restricted,Restricted,421,Regal Ware,1919
"1215 S Clark St, Arlington VA 22202",87-844-0411,Marshals Service United States,800,38.8625763,-77.0507796,922120,Police Protection ,,,Restricted,Private,92210202,"Marshals' office, police",,,$0,Restricted,Restricted,"4,000",Marshals Service,1789
"700 Indian Springs Dr # 100, Lancaster PA 17601",36-354-6698,Graham Packaging Company  LP,500,,,326199,All Other Plastics Product Manufacturing ,,,Restricted,Private,30890100,"Plastics containers, except foam",,,"$1,485,299,971",Restricted,Restricted,"4,915",Graham Packaging,1994
"330 W 19th Ter, Kansas City MO 64108",02-983-7184,Faultless Laundry Company,130,39.0902878,-94.5885214,812331,Linen Supply ,532281,Formal Wear and Costume Rental,Restricted,Private,72130000,Linen supply,72990900,Clothing rental services,"$30,329,087",Restricted,Restricted,525,Faultless Linen & Uniform Sup,1896
"7500 College Blvd # 1000, Overland Park KS 66210",83-695-4826,Ferrellgas Partners  LP,119,,,423830,Industrial Machinery and Equipment Merchant Wholesalers ,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,Restricted,Public,50849909,Propane conversion equipment,51720000,"Petroleum product wholesalers,except bulk stations/terminals","$1,930,277,000",Restricted,Restricted,"3,891",Ferrellgas,1994
"341 W Belden Ave, Chicago IL 60614",07-862-1677,Northern Biomass Fuels LLC,16,41.9236022,-87.6381773,221117,Biomass Electric Power Generation ,,,Restricted,Private,49119911,,,,"$1,355,067",Restricted,Restricted,16,,2012
"2394 E Camelback Rd, Phoenix AZ 85016",78-720-4312,BFI Waste Systems N Amer Inc,60,33.5107531,-112.0317548,562211,Hazardous Waste Treatment and Disposal ,,,Restricted,Public,49530200,Refuse collection and disposal services,,,"$2,070,918,185",Restricted,Restricted,"3,000",,1991
"2425 Commerce Ave Ste 100, Duluth GA 30096",07-062-5116,Valmet  Inc,130,33.966107,-84.118624,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing ",423830,Industrial Machinery and Equipment Merchant Wholesalers ,Restricted,Private,35549907,Pulp mill machinery,50840303,Pulp (wood) manufacturing machinery,"$445,257,691",Restricted,Restricted,"1,418",,1983
"6649 Westwood Blvd, Orlando FL 32821",96-978-3906,Marriott Vctons Worldwide Corp,34,28.4167563,-81.4727225,531210,Offices of Real Estate Agents and Brokers,721110,Hotels (except Casino Hotels) and Motels ,Restricted,Public,65310000,Real estate agents and managers,70110303,Resort hotel,"$1,951,945,000",Restricted,Restricted,"11,000",MARRIOTT VACATIONS WORLDWIDE,2011
"1800 N Fruitridge Ave, Terre Haute IN 47804",10-363-1131,Sony Dadc US Inc,"1,100",39.5051119,-87.361841,334613,Blank Magnetic and Optical Recording Media Manufacturing ,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing ",Restricted,Private,36959901,"Optical disks and tape, blank",36529901,"Compact laser discs, prerecorded","$303,091,800",Restricted,Restricted,"1,200",Sony Dadc,1983
"4880 Sadler Rd Ste 300, Glen Allen VA 23060",13-089-4632,Hankins and Anderson  Inc,19,37.6668975,-77.5777484,332993,Ammunition (except Small Arms) Manufacturing ,,,Restricted,Private,34830000,"Ammunition, except for small arms, nec",,,"$2,161,301",Restricted,Restricted,330,Mason & Hanger,2006
"687 W Cnfield Ave Ste 100, Coeur D Alene ID 83815",82-847-5264,Idaho Forest Group LLC,99,47.734518,-116.7968229,321113,Sawmills ,,,Restricted,Private,24219906,"Lumber: rough, sawed, or planed",,,"$279,819,942",Restricted,Restricted,750,,2008
"200 Business Park Dr # 109, Armonk NY 10504",96-425-6077,Production Resource Group LLC,100,,,339999,All Other Miscellaneous Manufacturing ,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,Restricted,Private,39999940,Theatrical scenery,79220501,"Equipment rental, theatrical","$333,084,336",Restricted,Restricted,"1,057",Prg Integrated Solutions,1995
"2150 E Lake Cook Rd, Buffalo Grove IL 60089",00-611-5828,Amcor Flexibles LLC,250,42.1555095,-87.9143268,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing ,322121,Paper (except Newsprint) Mills ,Restricted,Private,26719903,"Plastic film, coated or laminated for packaging",26210806,Packaging paper,"$281,073,881",Restricted,Restricted,500,,1944
"259 Prospect Plains Rd A, Cranbury NJ 08512",61-090-3960,Innophos Holdings  Inc,96,40.3341002,-74.4794189,325312,Phosphatic Fertilizer Manufacturing ,325180,Other Basic Inorganic Chemical Manufacturing ,Restricted,Public,28740000,Phosphatic fertilizers,28190000,"Industrial inorganic chemicals, nec","$722,024,000",Restricted,Restricted,"1,387",INNOPHOS,2004
"6001 Savoy Dr Ste 400, Houston TX 77036",16-669-1399,Charming Charlie  LLC,30,29.7168559,-95.5046253,448150,Clothing Accessories Stores ,,,Restricted,Private,56320000,Women's accessory and specialty stores,,,"$690,515,233",Restricted,Restricted,"3,500",,2008
"9601 Mcallister Fwy # 610, San Antonio TX 78216",04-701-1085,Harte Hanks  Inc,20,,,541860,Direct Mail Advertising,511210,Software Publishers,Restricted,Public,73310000,Direct mail advertising services,73720000,Prepackaged software,"$383,906,000",Restricted,Restricted,"5,635",Harte Hanks,1920
"1031 Mendota Heights Rd, Saint Paul MN 55120",17-184-3584,Patterson Dental Supply  Inc,260,44.8668844,-93.1429909,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",,,Restricted,Public,50470200,Dental equipment and supplies,,,"$1,154,451,782",Restricted,Restricted,"2,909",,1877
"5080 Spectrum Dr Ste 400w, Addison TX 75001",79-863-5736,Concentra Health Services Inc,"2,950",32.9550921,-96.8242137,621498,All Other Outpatient Care Centers ,621111,Offices of Physicians (except Mental Health Specialists) ,Restricted,Public,80930000,"Specialty outpatient clinics, nec",80110202,"Clinic, operated by physicians","$352,730,771",Restricted,Restricted,"5,900",Concentra Medical Centers,1979
"5 Concourse Pkwy Ste 2500, Atlanta GA 30328",07-910-4769,Ciner Resources LP,16,33.9170796,-84.354513,212391,"Potash, Soda, and Borate Mineral Mining ",,,Restricted,Public,14749904,Soda ash (natural) mining,,,"$497,300,000",Restricted,Restricted,473,,2013
"2935 S Koke Mill Rd, Springfield IL 62711",02-575-8475,Brandt Consolidated  Inc,45,39.7632595,-89.7163143,325314,Fertilizer (Mixing Only) Manufacturing ,424910,Farm Supplies Merchant Wholesalers ,Restricted,Private,28750000,"Fertilizers, mixing only",51910000,Farm supplies,"$171,047,743",Restricted,Restricted,165,Agvision,1967
"40 Pointe Dr, Brea CA 92821",95-604-4879,Ventura Foods  LLC,200,33.9279903,-117.876471,311225,Fats and Oils Refining and Blending ,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",Restricted,Private,20790203,Vegetable shortenings (except corn oil),20350000,"Pickles, sauces, and salad dressings","$218,383,787",Restricted,Restricted,"2,600",Lou Ana Foods,1996
"4125 E La Palma Ave # 250, Anaheim CA 92807",05-479-3039,Parex Usa  Inc,30,,,327420,Gypsum Product Manufacturing,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",Restricted,Private,32990306,Stucco,50310200,"Building materials, interior","$139,826,379",Restricted,Restricted,300,,1926
"250 Pilot Rd Ste 300, Las Vegas NV 89119",62-308-6725,Nos Communications  Inc,350,36.0707039,-115.1604761,335921,Fiber Optic Cable Manufacturing ,,,Restricted,Private,33570102,Fiber optic cable (insulated),,,"$3,659,247",Restricted,Restricted,"1,150",International Plus,1989
"599 Frank Rd, Columbus OH 43223",00-429-1167,Inland Products  Inc,25,39.913751,-83.01937,311613,Rendering and Meat Byproduct Processing ,424590,Other Farm Product Raw Material Merchant Wholesalers ,Restricted,Private,20770301,"Grease rendering, inedible",51590303,Hides,"$5,592,214",Restricted,Restricted,50,,1867
"23091 Arroyo Vis, Rcho STA Marg CA 92688",07-357-6951,OConnell Landscape Maint Inc,30,33.6272489,-117.6087921,561730,Landscaping Services,,,Restricted,Private,07829903,Landscape contractors,,,"$147,974,938",Restricted,Restricted,"1,000",,1977
"105 Goodwill Rd, Cambridge MD 21613",88-471-9717,Cambridge International  Inc,250,38.557024,-76.068485,332618,Other Fabricated Wire Product Manufacturing ,,,Restricted,Public,34960100,Wire cloth and woven wire products,,,"$143,381,135",Restricted,Restricted,500,,1915
"6201 America Center Dr, San Jose CA 95002",03-037-3968,Flextronics America  LLC,230,37.4180315,-121.9791885,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,,,Restricted,Private,36720000,Printed circuit boards,,,"$1,219,028,584",Restricted,Restricted,"2,785",,2001
"5100 California Ave # 209, Bakersfield CA 93309",82-514-7903,Ag-Wise Enterprises  Inc,150,,,115116,Farm Management Services ,,,Restricted,Private,07620000,Farm management services,,,"$32,308,736",Restricted,Restricted,400,,1983
"1235 N F St, Richmond IN 47374",09-697-6345,Primex Plastics Corporation,500,39.8358749,-84.8839078,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing ,325211,Plastics Material and Resin Manufacturing ,Restricted,Private,30810100,Plastics film and sheet,28210200,Thermoplastic materials,"$447,925,410",Restricted,Restricted,"1,100",Primex,1965
"Hwy 421 S & Cr 100 N, Delphi IN 46923",61-396-3131,Indiana Packers Corporation,"1,350",36.4264488,-81.7714052,311611,Animal (except Poultry) Slaughtering ,311612,Meat Processed from Carcasses ,Restricted,Private,20110200,"Pork products, from pork slaughtered on site",20130000,Sausages and other prepared meats,"$360,627,357",Restricted,Restricted,"1,540",,1993
"1401 Highway 49b, Paragould AR 72450",15-284-5061,LA Darling Company  LLC,300,36.0719517,-90.4905912,337212,Custom Architectural Woodwork and Millwork Manufacturing ,337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",Restricted,Public,25410106,"Store fixtures, wood",25420205,"Fixtures, store: except wood","$384,284,608",Restricted,Restricted,300,,1912
"2500 Cumbrld Pkwy SE 60, Atlanta GA 30339",18-408-0018,Unipro Foodservice  Inc,109,33.867812,-84.475904,424470,Meat and Meat Product Merchant Wholesalers ,424410,General Line Grocery Merchant Wholesalers ,Restricted,Private,51470000,Meats and meat products,51410000,"Groceries, general line","$1,238,673,000",Restricted,Restricted,140,,1958
"14400 NW Greenbrier Pkwy, Beaverton OR 97006",04-577-6796,Leupold & Stevens  Inc,277,45.5246151,-122.8250035,333314,Optical Instrument and Lens Manufacturing ,,,Restricted,Private,38270118,Telescopic sights,,,"$107,519,048",Restricted,Restricted,500,,1907
"103 Edgevale Rd, Baltimore MD 21210",03-772-6551,Naos Graphics Inc,1,39.3536325,-76.640019,511191,Greeting Card Publishers ,,,Restricted,Private,27710000,Greeting cards,,,"$956,681",Restricted,Restricted,12,,1975
"555 Tuckahoe Rd, Yonkers NY 10710",61-149-4402,Creative Solutions Group  Inc,500,40.9540196,-73.8498664,339950,Sign Manufacturing,,,Restricted,Private,39939903,"Displays and cutouts, window and lobby",,,"$84,558,299",Restricted,Restricted,"1,212",Diam International,1990
"3977 Leary Way NW, Seattle WA 98107",05-731-5483,Car Wash Enterprises  Inc,121,47.655658,-122.3621966,811192,Car Washes ,811118,Other Automotive Mechanical and Electrical Repair and Maintenance ,Restricted,Private,75429904,"Washing and polishing, automotive",75390000,"Automotive repair shops, nec","$23,424,321",Restricted,Restricted,300,Brown Bear Car Wash,1957
"12301 NW 39th St, Coral Springs FL 33065",61-283-6114,Alvaco Trading Company,21,26.2802022,-80.2904917,423460,Ophthalmic Goods Merchant Wholesalers ,339115,Ophthalmic Goods Manufacturing ,Restricted,Private,50480000,Ophthalmic goods,38510000,Ophthalmic goods,"$285,458,785",Restricted,Restricted,951,,1989
"4000 S Tulip Tree Dr, Princeton IN 47670",03-665-3202,Toyota Motor Mfg Ind Inc,213,38.3003416,-87.5533733,336120,Heavy Duty Truck Manufacturing,,,Restricted,Private,37110200,Truck and tractor truck assembly,,,"$848,456,106",Restricted,Restricted,"4,300",,1996
"7101 Executive Center Dr # 333, Brentwood TN 37027",13-245-1134,Ozburn-Hessey Holding Co LLC,0,,,551112,Offices of Other Holding Companies ,,,Restricted,Private,67199901,"Investment holding companies, except banks",,,"$2,757,671,030",Restricted,Restricted,"6,000",,1999
"14925 W 11 Mile Rd, Oak Park MI 48237",08-033-9215,Futuris Global Holdings  LLC,100,42.4883279,-83.1965745,336360,Motor Vehicle Seating and Interior Trim Manufacturing,,,Restricted,Private,23969901,"Automotive trimmings, fabric",,,"$500,000,000",Restricted,Restricted,"4,370",Futuris Automotive,2013
"390 Park Ave FL 12, New York NY 10022",00-133-9472,Arconic Inc,100,40.7597285,-73.9729477,331318,"Other Aluminum Rolling, Drawing, and Extruding ",331315,"Aluminum Sheet, Plate, and Foil Manufacturing ",Restricted,Public,33550000,"Aluminum rolling and drawing, nec",33530100,Aluminum sheet and strip,"$12,960,000,000",Restricted,Restricted,"41,500",,1888
"3601 Minnesota Dr Ste 400, Minneapolis MN 55435",17-189-7346,Visant Holding Corp,11,44.8611468,-93.3266544,511199,All Other Publishers ,323111,Commercial Printing (except Screen and Books) ,Restricted,Public,27419908,Yearbooks: publishing and printing,27590000,"Commercial printing, nec","$2,657,086,765",Restricted,Restricted,"5,250",,2003
